PartcipantID:sadTiredSad
InitialTimeStamp:14-36-42-168
1:ItemsNoQuestion;11:ItemsWithQuestion;2:AnswerScreen;21:ParticipantsAnswer;3:InterTrialScreen;4:InterBlockScreen;5:EndScreen;6:WaitForTriggerScreen
block;trial;eventType;elapsedTime
1;0;6;67
1;0;1;3851
1;1;11;7022
1;1;2;36783
1;1;21;37652
1;1;21;38860
1;1;3;38879
1;1;1;48978
1;2;11;52039
1;2;2;77068
1;2;21;77560
1;2;21;79142
1;2;3;79161
