PartcipantID:WannaGOHome
InitialTimeStamp:14-41-22-084
1:ItemsNoQuestion;11:ItemsWithQuestion;2:AnswerScreen;21:ParticipantsAnswer;3:InterTrialScreen;4:InterBlockScreen;5:EndScreen;6:WaitForTriggerScreen
block;trial;eventType;elapsedTime
1;0;6;33
1;0;1;1448
1;1;11;4539
1;1;2;29571
1;1;21;30056
1;1;3;31658
1;1;1;41746
1;2;11;44840
1;2;2;69871
1;2;3;71974
1;2;1;84070
1;3;11;87167
1;3;2;112197
1;3;21;112911
1;3;3;114313
